"reviews","labels"
"Buenas noches mis estimados lectores Dare mi más sincera opinión siendo lo más objetivo posible. En el mes de abril y mayo he visitado este hotel con mi esposa  4 veces . De estas 4 visitas la última no ha sido de mi agrado. Empezare con el tiempo que perdi en el Check in mas de 35 minutos.... poco personal  en el Area del Lobby. La Habitacion tenia la cerradura rota en la puerta, nunca la cambiaron. Muy poco personal en el Restaurante Oceana a la hora del desayuno. Escogi una manzana pero  la misma estaba en malas condiciones  por lo tanto le tome una fotografía por si no me quieren creer. Poca variedad de comidas,  no es posible que solo tengas 2 meseros para atender a tantas personas a la vez... Pedi un miserable te y nunca me lo sirvieron, los alimentos estaban fríos. Podria…",0
"Tranquilo, pero las habitaciones son realmente horrendas, olor a humedad, muebles antiguos, aseo mal hecho, el buffet muy pobre y sin reposición, el check in es un proceso lento, tedioso, no recomendaria este hotel a pesar  de su entorno lindo y tranquilo, el servicio es regular y las habitaciones horrorosas",0
"Pequeño probléma el la limpieza de là habitation. Horarios que no permitian descansar despues de chômer, 1 Dia sin tener toallas para las manos solo 2 toallas de baño.  La limpieza se hacia un dia a las 1h30 del medio dia, octroyé dia à la 2 de la tarde o las a 3 o las 4",1
"buena atencion de  el chef nicola y  jakelin ayer me pudieron brindar solucion de un mal dia que tuve pero la joven muy servicial me pregunto como estaba pasando mis vacaciones y cuando le comente la joven localizo a su jefe y me solucionaron gracias  buen equipo  quiero aportar que deben de mejorar la facilidades en tener muchas variedades en toallas para el uso de la piscina en el area de el bar de la piscina no pude encotrar un agua refrescante de coco de los 7 dias que me hospede no pudeo tomar un agua de coco es necesario si es un  hotelde playa aparte muy buen almuerzo y cena desayuno tambien en general buena comida y varios es un hotel muy tranquilo muy acojedor buenas piscinas gracias",1
"Me gusto mucho la atención, las piscinas para los chicos se diviertieron jugaron voleibol y fútbol. Las camas están suaves, la comida me encantó. Es muy tranquilo para descansar y pasarla en familia. Espero ir pronto.",1
"Me encantó la habitación, y las bebidas del todo incluido, la amabilidad del personal. Las comidas estuvieron muy ricas sobre todo el almuerzo y los snacks. Me hubiese gustado más agilidad en los snacks pero muy amable el señor.",1
"Creo que serían necesario colocar más sombrillas. Ampliar menú de snacks. Quizás incluir actividades para distracción nocturna. Realizar mejoras en las hábitaciones, puertas.   Muy buena atención del personal en general...",1
"Excelente el lugar, muy buena comida. Las habitaciones impecables y además unas agenda actividades super divertidas. Mención aparte para ANA del restaurant ""Oceana"", la cual nos atendió de manera amorosa y atenta a cada detalle, customizando nuestros platos de acuerdo a cada gusto.  Gracias Anita, volveremos pronto para mas comidas y descanso.",1
"El servicio estuvo excelente y la comida estuvo muy rica la piscina tiene un bar con excelente servicio y tiene diferentes tipos de comida la Habitacion estaba muy limpia y las personas de atención al cliente son muy amables",1
"Ana es excelente anfitrión, nos trato de maravilla, amable, atenta y excelente servicio, muy buen brunch. Recomendación 100% fuimos en familia y la  pasamos muy bien, los felicito. Celebramos un cumpleaños y fue fenomenal",1
"En este hites se puede sentir un aura de relajación, tranquilidad y a la vez actividad y mucha diversión, las noches son entretenidas y a la vez relajantes, la comida es simplemente asombrosas y sus restaurantes con ambientación única",1
"Excelente lugar todo muy lindo la comida excelente 10de 10 definitivamente volveremos es un lugar muy Acogedor la habitación todo estaba perfecto la piscina para adultos excelente la bebidas todo cool",1
"Excelente experiencia todos muy atentos aquí en el hotel especialmente en el restaurante  Nitzia  y jaqueline vacaciones inolvidables. podríamos regresar el próximo año. porque Panamá es muy bonito…..",1
"No pudimos escoger mejor resort para pasar nuestras vacaciones familiares. Desde el recibimiento tan cordial que nos dieron y la atención al check in supimos que habiamos llegado al paraiso. Nos hicieron sentir especiales. Las instalaciones estan bien mantenidas y se percibe que se están esforzando para realizar muchas mejoras. Pudimos ver que llegaba mobiliario nuevo para el restaurante de almuerzo. La variedad de la comida especialmente los almuerzos tematicos cada día  estuvieron deliciosos y los restaurantes a la carta ofrecian exquisitos platillos con excelente atención y un ambiente muy elegante. Las habitaciones siempre la mantuvieron impecables. Mis hijos pudieron disfrutar de todas las actividades y se divirtieron mucho. Lo mejor de todo fue la atención del personal,…",1
"Las acomodaciones fueron confortables. Muy buena atención al cliente. Arda, la gerente de los restaurantes muy amable y atenta a nuestras necesidades nutritivas de alergia. Debo.mencionar que Genesis, Neftali, Nitzia, Ikire, Eliceo me dejaron muy buena impresión con su atención y amabilidad. Los jardineros también muy atentos y nos dieron una experiencia de tomar agua de pipa fresca. Me alegra ver que están remodelando el lugar. Algunos baños afuera y el agua de las duchas en las piscinas pierde la presión a menudo. Las toallas de piscina  a veces escasean. Mejor que se den desde detrás del mostrador. La muchacha que limpia los cuartos siempre muy atenta y sonriente.",1
"Encantado con el servicio y sobre todo el desayuno con la joven Jacqueline la cual fue muy atenta y servicial, riquisimo el desayuno y la limpieza en el hotel es muy excelente, pronto deseo volver con mis familiares.",1
"Excelente atención, la comida súper rica y tienen variedad en su gastronomía, las infraestructuras todas amigables para la facilidad del huésped, este es un hotel que recomendamos como pareja para ese tiempo que necesita una familia en tener un tiempo fuera.",1
"el check in fue muy tardío, tuve problemas con la cerradura de la puerta en varia oportunidades, el personal de mantenimiento excelente, en recepción les falta mas vocación de servicio., la gente de unlimited te trata mejor que parte de la recepción.  tienen excelente instalaciones, deben mejorar la transmision de información con sus comensales",0
"El checkin de este hotel es alas 3pm, si llegas antes tienes que pagar 100usd para poder entrar al hotel, de lo contrario te sientan en una zona como prisionero de la cual no puedes moverte. Me parece una burla al ser un hotel todo incluido que no puedas ni siquiera pasar al baño o por un vaso de agua si no es tu hora del check in, eso si no te puedes pasar 1 min del checkout o también te lo cobrarán. Adicional a esto el hotel está en una zona donde no hay absolutamente nada mas que hacer por lo que no tienes más que esperar ahí o bien pagar otros $100usd solo para pasar del área del mostrador. Es una estafa mayor cuando en ningún lado de los términos y condiciones se especifica que deberás pagar esta cantidad adicional. Ya me había hospedado en otros hoteles de la cadena Hyatt…",0
"Excelente servicio especialmente de la muchacha NILKA que nos atendió durante nuestra estancia indicándonos las áreas de recreación y en todo momento pendiente de los niños.  Buena comida en la cena y desayuno",1
"Muy buen sitio, excelente atención. Me atendió Juliana en el Coco Café, me encantó la experiencia. El Mockaccino estuvo delicioso, el lugar es acogedor para tomar un café con algún postre mientras te relajas un rato.",1
"Hoy 28 jaquelyn me atendio muy bien en el desayuno, la recomiendo mucho, muy amable y agradable me preparo lo que le pedi y sabia como irientarme hacia los salones de eventos, recomiendo mucho al personal y al hotel tambien.",1
"Mi familia y yo la pasamos de lo mejor! La comida estuvo fabulosa, la piscina estuvo genial, tanto que mis hijos les encantó y no querían salir de ella! El personal es muy atento y servicial, muy amables. Dios les bendiga, espero regresar 👌🏻🇵🇦",1
"Estuve con mi esposo e hijos , uno de 4 años y una de 1 ano y medio. Y un par de amigos.  ¡Disfrutamos de momentos maravillosos! Las actividades para los niños fueron muy buenas, la comida deliciosa. La camarera muy atenta con nuestras solicitudes. Y el equipo de actividad muy animado y educado. ¡El servicio de masaje es cool! El servicio en la zona de la piscina excelente. Algunos puntos de mejora: No hay más patatas fritas como opción de merienda en la zona de la piscina. ¡Mi hijo lo echó de menos! Los bocadillos podrían tener variedades y cambios como lo hacen en el desayuno.  Algunos puntos del hotel necesitan mantenimiento. ¡Pero seguro que volveré al hotel con mis hijos y amigos!",1
"Mucha diversión buena atención al cliente pasa do una excelente dias de carnaval con murga juegos películas de noche cukecos  espuna en el e el area de la puscina comida rica cen en la piscina room service 24 hira",1
"hola quiero dejar mi opinión él hotel me gusto mucho por su tranquilidad  muy linda él ambiente la naturaleza él amanecer fue lo maximo aparte mi familia y yo le damos una puntuación de 10000000000 jaqueline caramba tremenda chica una energía del caramba una atencion de 5 estrella una comunicación maravillosa muy ricas las tortillas todo los días y mis tocinos no podia faltar y la frase que la identifica ya tomaron él mejor cafe del.hotel dreams le decíamos siiii ahora las mejores tortillas ese él mejor combo aparte las piscinas super limpias excelente hotel la.verdad lo recomendación en familia y amigos todos pueden ir se lo recomendación",1
"Tuvimos  una grata experiencia en el hotel con todos los amigos y nos encantó mucho la atención de la joven yaqueline desde el día 1 nos quedamos 10 día muy atenta muy alegre  se acordaba de las tortillas de todos y de cada  cosita que llevaba hoy nos fuimos y nos dimos cuenta que no estaba en el desayuno y no era igual todo tenemos problemas  en la casa personal pero ella hace sentir una tranquilidad una alegría me la llevo pa Colombia gracias a todo el equipo y como me dijo mi amiga regrese con la familia así va ser en abril Dios mediante saludos Panamá",1
"Hotel bien hubicado y facilidad para excursiones con empresa en el hotel. Cerca de la ciudad para ir en taxi o uber para visitar mientras la estancia. Buenas instalaciones y simpatia de todo el personal. Playa muy buena y bonito paisage. Jardins muy bien cuidados.",1
"Todo excelente excepto la limpieza de la habitación, la ubicación muy buena, la comida excelente, los jardines muy bonitos, la alberca muy buena, las amenidades y espectáculos super buenos. Alimentos, bebidas y snacks muy ricos",1
"Muy buena la atención del Personal. Excelente Parquizado y muy buenas vistas. Restaurantes muy completos. Sólo faltaría que hubiera suficientes Reposeras y/o Camastros en la zona de Piletas y Playa, ya que los disponibles siempre estaban ocupados.-",1
"Pésimo servicio, muy lentos en la atención, omiten platos, cero atención al cliente, porciones muy pequeñas, poca variedad en la comida, arroz quemado, restaurantes hay 4 y solo abren 2 por las noches.  Instalaciones muy descuidadas, limpieza de las habitaciones deficiente, no cambian los paños a menos que uno llame.  En el baño cuando llegamos había basura , está pasó en el mismo lugar durante los días de estadía en el hotel. Ofrecen postres pero son muy pocas las opciones.  Opciones gratis de entretenimiento nocturno nulas. Velocidad del wifi en los restaurantes deficiente debido a la cantidad de usuarios conectados. Punto fuerte las piñas coladas.",0
"Excelente atención por parte del personal en especial Jaquelyne, muy alegre y atenta.  Excelentes vistas, el hotel en buen estado, las piscinas son reguladas las temperaturas, muchas actividades a realizar. Gracias",1
"Excelentes instalaciones y servicio. Todo el personal dispuesto a apoyar sin excepción, con mucha amabilidad y esmero, se nota su capacitación orientada a llenar y superar las expectativas del huésped tanto nacional como visitante de otros países. De la excepcional atención del personal quisiera destacar a la sra. Nitzia quien nos atendió en varias oportunidades durante las comidas y que aun cuando había varias mesas por atender estaba pendiente de todos de forma organizada y en extremo amable. Son miembros del equipo como la sra. Nitzia y sus compañeros que hacen de la visita una experiencia memorable que uno ciertamente recomendará y repetirá.",1
"Resort espectacular, esquisita alimentacion , confortables habitaciones,excelente  atencion amabilidad  ,empleados muy serviciales, amplias y hermosas zonas verdes ,mucho orden y limpieza. Muy buena ubicación,mucha tranquilidad,resort recomendado para un buen descanso.",1
"Los trabajadores son muy especial y muy atento Jacqueline de la cocina espectacular con la atención. Sancheliano el mejor y amable bartender y siempre muy alegre  La verdad que todos los trabajadores Muy especial tienen muy buen personal. Lo único es la playa. Y el personal del spa necesita más cortesía con los huéspedes",1
"De los peores resorts en los que he estado. El servicio es pésimo, pagamos un pre-checking por 40$ y nos dijeron que nos iban a dar la llave de la habitación en 10 minutos, nunca volvieron con la llave, fuimos a preguntar por la llave y nos dieron una excusa malísima y nos dijeron que el pre-checking solo era para poder estar sentados en el lobby!!! En que hotel te cobran por sentarte en el lobby??? RIDÍCULO. Cuando ya fue la hora del checking, lo cual fue 3h después de lo esperado, llegamos a la habitación y estaba sin hacer, todavía no la habían limpiado. Hablamos con la manager, lo cual, quiso intentar ayudar pero tampoco ayudó en nada, lo único que hizo fue asentir con la cabeza a nuestras quejas. El Resort carece de mucha falta de comunicación entre los trabajadores, no…",0
"Jackelyn excelente  atención, continue asi, muy amable; en cuanto a la comida muy rica. Las piscina execente para niños y adultos. Excelente vista al mar y la plata, muy espacio . Un lugar muy agradable para pasar un fin de semana en familia",1
"El desayuno es exquisito, el restaurante es muy acogedor, muy atentos los meseros y la atención por la joven Jaquelyn es estupenda. En este resort la comodidad en las habitaciones es confortable, es un lugar donde se puede disfrutar la naturaleza,el mar, esta muy bueno. Me encanto",1
"Excelente atención,  muy bella vista un lugar super relajante. Comida deliciosa variada,  muchas opciones para ver el mar. Ya que todo es vista al mar.  La piscina es bonita Espacioso Agradable Tranquilo Mucha vegetación Muy limpio La atención es muy servicial",1
"todo me pareció muy lindo las comidas las piscina mi familia quedo muy encantada el esmero de la joven jakeline es algo muy sorprendente somos mexicanos y todos los días bueno huvo 1 dia que no estaba i me asuste y preguntamos nos dicen esta de descanso pero  me hacia a mi familia huevos rancheros y ala mexicana el picante no podía faltar y si algo no tenia corría a buscarlos otra cosa se sabia el nombre de nosotros tantas personas que atiende una memoria buena le decíamos  vuelvo con mi familia por jakeline nos las llevamos ejeejejej gracias mis mejores vaciones todo el hotel excelente muy bonito todo lo recomiendo",1
"Falta de Entrenamiento, atención al cliente en la alta administración de Hotel, Los Empleados como limpieza, Bartender, mesoneros y personal de entretenimiento hacen lo imposible para hacer nuestra estadia la mejor, pero los jefes y manager tan descoordinados.",0
"Esta mañana durante del desayuno en el Market Café, solicite a Jacquelyne que estaba en barra si era posible hacerme una quesadilla mexicana; ella personalmente fue a conseguir una tortilla de harina y la hizo PERFECTA!!!  Mil gracias! Estos son los detalles que se agradecen, una buena experiencia de servicio ♥️♥️",1
"Fui invitada a una conferencia del 25 al 28 de octubre de 2022. Mis compañeras y yo estuvimos con el pasadía toda la semana y tuvimos una mala experiencia. Había asistido con un equipo grande también con pasada en agosto de 2022 y tuvimos una gran experiencia con el todo incluido, pero no puedo decir lo mismo con mi experiencia mas reciente. Cuando llegamos pensamos que, como siempre, todas las bebidas y comidos estaban disponibles con el Day-pass. Cuando fuimos al café del lobby, nos dijeron que ni el café ni el helado, que antes sí estaba incluido, no estaba incluido con el Day-pass. Al hacer check-in no no había dicho que la cafetería no estaba incluida y no pudimos disfrutar de un café ni helado la semana de la conferencia. Fue bastante humillante el trato de la trabajadora…",0
"Excelente servicio!! Personal muy atentos, Jackeline se esmeraba en nuestro desayuno. Volveremos ❤️ buena comida, fácil de llegar desde el aeropuerto. Muy buena experiencia, primera vez en panama, pero no la última",1
"Fueron nuestras vacaciones por fiestas patrias, con mis amigas. Nos atendieron Moisés, Gabino, Krhisna, Diana, Anderson, Luisa, Jacquline, Ivan, Ruben, y otros que se me escapan los nombres, excelente atención, muy corteses y con el ánimo de que el huésped disfrute la estadía. La comida muy buena, excelente ambiente en general. Huéspedes panameñas.",1
"Excelente fin de semana. Acogedor, ambiente placentero y familiar. Personal encantador, Moisés, Gabino, Krishna, Diana, Anderson, Luisa, Jacqueline, Iván, Rubén. Amenidades diversas para todos los gustos y comida variada.",1
"Nuestro paseo de amigas fue una fabulosa experiencia en el hotel Dreams playa bonita. El lugar es hermoso y la atencion excelente desde que llegamos. Fuimos recibidos con una copa de vino y toda la información para disfrutar nuestra estancia. Durante las comidas y actividades del día, las atenciones de Anderson, Moisés, Krishna, Gabino, Diana, Rubén, Tony, Ivan fueron excepcionales, mucha calidez, recordaban nuestros pedidos y lo atendian con prontitud. Valió la pena y ojalá pudiera repetir la experiencia.",1
"muy buen servicio y atención de todo el personal, excelente predisposición en todo momento las habitaciones limpias en todo momento  atención en bares y restaurantes muy buenas como así también toda la comida y bebidas servidas",1
"Estoy impresionada de como ha cambiado el hotel desde mi última visita,. Mis amigas y yo estamos encantadas y definitivamente volveremos en el próximo verano.  Ohh el nuevo gerente fue chevere  cuando nos recibió en el lobby, es una  mujer muy amable y con una bonita sonrisa y el personal coml siempre atentos a nosotras. Like like like. See you on 2023  Nos vemos el siguiente verano 😍",1
"La mejor experiencia y la mejor atención de la. Joven jaqui en el desayuno la comida está super nunca la había probado en otros lugares q había ido así q pienso en regresar para la comida espero q siga esa super chef con ustedes",1
"Excekente servicio y atencion desde la entrada, habitacion grande y bien diseñada con tina turbo y baño amplio y comodo. La habitacion de planta baja que tomamos tenia vista al mar y fail acceso a piscina y playa. Exgelente show tipico panameño. Super recomendado el restaurante de Mariscos. Desde la atencion hasta la preparacion, ejecucion y presentacion de cada plato fue espectacular. Actividades amenas en una hermisa piscina infinita y buena musica. Un lugar para volver.",1
"El hotel es muy bonito, tienen un buen servicio y la comida está rica.  La atención fue excelente de principio a fin, buen ambiente y hermosos jardines. Cuenta con juegos en caso de lluvia y entretenimiento para niños.  Solo tuvimos oportunidad de disfrutar un desayuno, en el cual nos atendió Jacquelyne, rico omelette y buena atención.   En ciertos detalles se puede ver que le hace falta mantenimiento en las instalaciones y habitaciones, pero no es algo que afecte en la estadía.",1
"El personal del Hotel es muy amable y preocuoado por la comodidad en la estadia, en el hotel la limpieza es recurrente en el area de desayunos me comi el mwjor omelett que me he comido en la vida preparado por una Joven llamada Jackie super amable agradable y reapetuosa solo por el buen trato de ella regresaria otra vez",1
"Fue una experiencia formidable que pasé con mi familia. Estabamos celebrando el cumple de mi madre y a ella le encantó un montón. La atención para iniciar de los botones al llegar tienen la actitud de ayudar. Luego en el concierge con Eida, Excelente su atención personalizada y amena, es muy profesional. Y ni hablar en los restaurantes con Juventino como anfitrión tanto en la cena como en el desayuno y almuerzos, fuera de serie. Siempre atento con una sonrisa que ofrecer. La Sra Nitzia, Excelente su atención. es muy jovial y agradable. Tony en el desayuno, muy entregado y servicial.  Volveremos pronto!!!!!!",1
"una muy buena experiencia todo me gusto la atencion muy buena mi familia quedo encantada la señora nixia muy amable muy atenta  ni hablar de la atencion de la joven jakeline me hizo sentir en casa muy atenta alegre y sobre todo muy rico los omelet la recomiendo  volvemos de nuevo gracias a todos",1
"Siempre muy buena atención, muy acogedor.  Muy buena comida. Atención personalizada, todo en orden y limpio. Considero deben ampliar el horario de la discoteca, abrir una hora antes y cerrar una hora después.",1
"Fuimos en familia en la temporada bajja (húmeda), asi que habia poca gente. La comida de los restaurantes, muy rica. No era necesario reservar, a diferencia de otros All Inclusive. Cuando hay lluvia, brindan paraguas (el 1er día no lo sabíamos, y nos mojamos para llegar al restaurante XD)  Las piscinas muy lindas, pero estaban listas un pcoo tarde. A las 8-9 am tenía que andar buscando cuál habían terminado de limpiar, ya que mi hija pequeña ya quería entrar. Hay varias piscinas bajas, ideal para niños pequeños.  Como no había mucha gente no todas las actividades programadas se realizaban. Un día tuvimos que perseguir a un joven para que nos pusiera la película programada para la tarde.  Las habiatciones cómodas y limpias. No vimos ni nos picaron chitras, a pesar de que nos…",1
"A pesar de que la playa no es la mejor para darse un baño, tiene áreas verdes muy bien cuidadas, la iluminación nocturna es espectacular y el servicio es excelente. Las habitaciones no son muy modernas pero tienen buenas amenidades. A nivel de infraestructura un poco descuidado pero es un hotel muy bonito ideal para un fin de semana de relax a orilla del mar.",1
"Los recomiendo y es un lugar tanto para familia como para parejas tienes buenas instalaciones y el personal es muy amable en general, las habitaciones cómodas y la vista muy bonita, todo nos gusto y se que pueden seguir  mejorando",1
"La comida 5 estrellas y la atención en general buenísima en especial Martin en el restaurante Porto Fino. Habitaciones cómodas y una estadía placentera.... definitivamente regresaré con mi familia y amigos.",1
"Buenas días hoy tuve una experiencia que en ningún hotel me había pasado llegar al desayuno y que la joven jakelyne tenga dinámica para motivar a los Niños que desayune super bien y completo mucha gracias.",1
"Realicé una estadía durante 8 días en el Dreams Resort Playa Bonita, y tengo muchas cosas buenas para hablar del mismo 1- El personal del hotel es supremamente amable. En el desayuno, Yaky tiene buena disposición para ayudar con el alimento, la Sra. Nitzia es súper querida en todos los puntos de alimentación y tiene un ánimo inigualable; y en la organización de habitación la sra. Katia de Bonilla. Tienen muy buena disposición y nos permiten sentirnos todo el tiempo como en casa.   2- La alimentación es variada, cuenta con 4 restaurantes, 3 que mantienen un menú fijo con diversas opciones, y 1 que va variando según los días; los considero opciones muy completas; que permiten pasar la estadía de forma amena.   3- El hotel se encuentra limpio, organizado, es ameno para pasar el…",1
"Llegue con mi familia  a este maravilloso resort en el cual desde  que llegamos nos atendieron  con amabilidad, sus instalaciones desde sus diferentes piscinas  que unen a grandes y chicos,  sus restaurantes  con una variedad de comida impresionante, y no hablar de sus habitaciones con una excelente  comodidad  y limpieza no dudaría en recomendar lo y seguro que estaremos de regreso muy pronto.",1
"Visité esté resort  junto a mi familia, ubicado a minutos de la ciudad, un resort completamente Espectacular, la atención del personal, la comida, las diferentes piscinas para grandes  y chicos, las actividades que incluyen a toda la famila Maravilloso, sus Habitaciones  super cómodas y limpias.  Yo lo recomiendo, es un hotel 10/10.",1
"La experiencia en el hotel, como todo los dreams, el servicio al cliente es excelente, el servicio del bar de la piscina solo tenia una persona entonces había que esperar un poco para ser atendido, pero todo lo demás muy bien, y el restaurante Bourdeaux, estupendo, la comida es de otro nivel, demasiado sabroso todo.",1
"Super feliz con amy piña y moises castro (claco-me) de entretenimiento  Animación completamente dinámica con bingo, nos hicieron pasar un muy buen momento en la piscina. Su energía es única y su capacidad de interactuar con todos los huéspedes es FENOMENAL",1
"Excelente la atención de Jaqueline en el área del desayuno. Su omelet estuvo delicioso  La verdad la atención es excelente la comida muy buena. Si vienen les recomiendo que prueben los omelet de Jaqueline.",1
"Me encantó  todo! Las amapolas estaban para morirse. Fue la mejor manera de terminar la semana en la piscina y con buena musica. Cuando vayan busquen a Amy que es lo máximo, la mejor coach de tiro con arco. Además hay muchas actividades divertidas para toda la familia.",1
"Jaquelinne por ser tan amable y dulce.  Atenta sobre TODO! Por personas como ella uno piensa en volver de nuevo.  Hotel muy lindo, pero sobre todo la atención ciertas personas.  En especial de Jaquelinne. Espero verla de nuevo   Saludos,",1
"Excelente ciudad,  hotel agradable,  mucha gente del staff realmente amable y nos hizo una gran estadía,  gracias a Moisés de actividades,  gran persona,  excelente trato,  gracias a Anjimara de restaurantes,  gracias por los detalles a Juan Pablo de restaurantes,  siempre al pendiente",1
"Se trata de un resort que trata de satisfacer, sin éxito, los gustos y preferencias panameños y norteamericanos. Para los gustos y preferencias europeos, simplemente muy malo. La comida es sencillamente deplorable. No hay ni variedad, ni calidad. Parece una comida de rancho cuartelero. No apetece nada. Como cabía esperar, la obsesión local por mantener el aire acondicionado a temperaturas bajísimas, hace que los espacios comunes, y las propias habitaciones sean gélidas y la estancia desagradable.  Cuando llegamos la habitación estaba a 18ª y había un gran charco de agua producida por la condensación y mal funcionamiento del aire acondicionado, que tardaron un día entero en intentar resolver, y que finalmente se solucionó cambiando de habitación (naturalmente, ninguna disculpa,…",0
"David Montero, Amaury y Dennis son los mejores en el servicio de atención a clientes siguen siendo los favoritos para nuestras siguientes vacaciones en Panama … estoy muy contenta y gracias a todas a sus atenciones el siguiente viaje estará en este lugar ya que es el mejor",1
"Hola mis queridos lectores como están bendiciones totales, regrese a este  hotel con mi esposa  despues de casi un año.. Empezare a analizar este establecimiento desde mi humilde punto de vista... 1- Check in: Son muy lentos muy poco personal para asistir a tantos huespedes. 2- No entendi el asunto de ofrecer el almuerzo al lllegar al hotel si perdi mas de 40 minutos para hacer el Check in, por poco no logro almorzar, nunca habia visto ese sistema  la verdad creo que es pertinente que ofrezcan el almuerzo al realizar el Check out. 3- Las instalaciones del hotel necesitan mejoras urgentes, una imagen vale mas que mil palabras. 4- Largas filas  a la hora del desayuno demore 45 minutos para que me habilitaran una mesa.. 5-  Desayuno muy variado eso me gusto 6- La Cena estuvo…",1
"Me gusto todo. La comida, los cuartos, el gimnasio y atención fue excelente. No obstante, creo que la playa necesita mejoras, es tranquila, pero tiene muchas rocas. Asimismo, deberían hacer más actividades grupales también.",1
"El hotel es muy bonito en sus instalaciones en general, pero en el mobiliario de las habitaciones, el baño, les falta mucho por mejorar, un ejemplo son las sillas y mesita del balcón, sería mejor unas sillas de plástico en buen estado, que las que tienen en ese estado tan penoso. Por el costo- beneficio, la comida es de buen sabor, pero, los mariscos brillan por su ausencia hasta en los platos que dicen contener mariscos, a un mesero me atreví a preguntarle si en Panamá eran costosos los mariscos porque los platos con mariscos eran mezquinos en ellos o, puras almejas. El Room service  es como el lunar en la parte de restaurantes, una noche ordené y nunca llegó, otra tarde un club sándwich que decía contener pollo y sólo era jamón y queso. En cuanto a la atención, puedo decir que…",1
